Bedrooms,Building_exp,Comment,Cook_Replaced,Cooling,Cooling_Rooms,Cost_Cooling,Cost_DP,Cost_Door,Cost_Emitters,Cost_HP,Cost_Install,Cost_LI,Cost_TS,Cost_WI,Cost_Window,Date_Contact,Date_Installation,Date_Survey,Delivery_Contractor,Elec_currentuse,EmployStatus,EmployType,EstCost_Ancillary,EstCost_Etariff,EstCost_Gtariff,EstCost_Running,EstCost_System,Existing_Cooking,Existing_Fires,Financial_exp,Fires_replaced,Floor_Height,Floor_Type,Future_exp,GSHP_Space,Gas_currentuse,Gas_disconnect,Glazed_Type,HP_Aesthetic,HP_Awareness,HP_Brand,HP_Control_Zones,HP_Installed,HP_Installed_Detail,HP_Model,HP_NoRec_R1,HP_NoRec_R2,HP_Noise,HP_Recommend,HP_Refrigerant,HP_Size_kW,Habitable_Rooms,Heat_Primary_Source,Heat_Secondary_Source,Heated_rooms,HouseIncome,House_Age,House_Env,House_Form,House_SAP,House_Type,Install_time_HP,Install_time_measures,MCS_DHWAnnual,MCS_Flow_Temp,MCS_Hloss,MCS_Immersion,MCS_SCOP,MCS_SHAnnual,MCS_SHLoad,Main_Fuel,Mains_Gas_Flag,Measures_DP,Measures_Doors,Measures_Fanassist,Measures_Loft,Measures_Recommend,Measures_WI,Measures_Windows,Measures_emitters_LT,Measures_emitters_Std,Name_Install,Name_Survey,No_Adults,No_Child,No_Storeys,No_Underfloor,Other_exp,Outside_Access,Outside_Space,Part_Install_Decision,Part_No_Reason1,Part_No_Reason2,Participant_Age,Planned_exp,Postcode_1,Property_ID,Reason_Building,Reason_Financial,Reason_Future,Reason_Other,Reason_Planned,Reason_Replacement,Reason_Research,Reason_Sustainability,Reason_Technology,Reason_Upgrade,Replacement_exp,Research_exp,Roof_Type,Social_Group,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,Sustainability_exp,TS_Existing,TS_Existing_Size,TS_PCM_Size,TS_Type,TS_Water_Size,Technology_exp,Tenure,Tenure_Length,Total_Floor_Area,Upgrade_exp,Wall_Type,usmart_id
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-01-15T00:00:00.000Z,null,08/02/2021,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_DisruptionWorks,null,64,null,NE5,EOH1778,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,2,null,null,null,"nbJOh4sBao7bgilCaADB"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-01-28T00:00:00.000Z,null,18/02/2021,E.ON,null,Working Part time,Skilled Manual Worker,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,Practical_SpaceExternal,null,null,None - Installation not recommended,null,null,null,null,null,null,"50,001+",null,null,null,null,House,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,null,null,null,52,null,NE15,EOH0719,NO,YES,null,NO,NO,NO,NO,NO,YES,YES,null,null,null,C2,No,No,No,No,null,null,null,null,null,null,null,Owner-Occupied,17,null,null,null,"1LJOh4sBao7bgilCaADB"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-01-29T00:00:00.000Z,null,11/02/2021,E.ON,null,Working Full time (>30hrs),Manager,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"30,001 - 40,000",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,other,null,36,null,NE3,EOH2389,NO,NO,null,NO,NO,NO,NO,YES,NO,NO,null,null,null,C1,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,0.9,null,null,null,"17JOh4sBao7bgilCaADB"
2,null,,0,No,0,0,0,0,3424.27,5739.82,null,500,null,0,0,2021-02-05T00:00:00.000Z,08/05/2021,26/02/2021,E.ON,2315,Working Full time (>30hrs),Professional,500,14,4,490,10799.27,0,0,null,0,2.6,Suspended,null,null,12314,No,Double,none,5,Daikin,1,Hybrid,Separate_New Boiler,EHY2KOMB28AA,null,null,none,Hybrid,R32,4,3,Gas Boiler - Combi,None,6,"50,001+",1967 - 1975,Urban,Semi-Detached,C,House,2,0.5,2636,50,58.4,0,3.02,8656.5,4.32,Gas,Yes,no,0,0,Yes,Loft Insulation,None,0,7,0,Phoenix,Phoenix,2,0,2,0,null,No,No,Yes,null,null,45,null,NE5,EOH2397,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,null,null,Pitched,C1,No,No,No,Yes with additional measures,null,None,null,null,null,null,has solar panels,Owner-Occupied,20,74,null,Cavity_Insulated,"p69Oh4sBh3U2-eRMaueZ"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-11T00:00:00.000Z,null,15/02/2021,E.ON,null,Retired,Pensioner,null,null,null,null,null,null,null,grant/free,null,null,null,null,null,null,null,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"30,001 - 40,000",null,null,null,null,House,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_DisruptionWorks,null,79,null,NE3,EOH2865,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,null,null,null,DE,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,12,null,null,null,"t69Oh4sBh3U2-eRMaueZ"
3,null,,0,No,0,0,0,0,3626.86,5739,null,500,null,0,0,2021-02-23T00:00:00.000Z,17/06/2021,26/02/2021,E.ON,null,Working Full time (>30hrs),Professional,500,14.3,3.8,1010,11001.85,1,1,null,1,2.4,Solid,null,null,null,No,Double,none,1,Daikin,1,Hybrid,Separate_New Boiler,EHY2KOMB28AA,null,null,none,Hybrid,R32,4,4,Gas Boiler - Standard,Fire - Gas,6,"30,001 - 40,000",1950 - 1966,Urban,Semi-Detached,null,House,2.5,0.5,3820,55,88.13,0,2.96,14954.4,6.169,Gas,Yes,no,0,1,Yes,Loft insulation,None,0,8,0,Phoenix,Phoenix,1,0,2,0,null,No,No,Yes,null,null,42,null,NE15,EOH3116,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,null,null,Pitched,C1,No,No,No,Yes,null,Water,100,null,null,null,null,Owner-Occupied,9,70,null,Cavity_Insulated,"5K9Oh4sBh3U2-eRMaueZ"
4,null,,0,No,0,0,0,0,3055.1,5739.82,null,0,null,0,0,2021-02-25T00:00:00.000Z,21/04/2021,04/03/2021,E.ON,null,Working Full time (>30hrs),Manager,null,14,4,867,10430.06,1,0,null,0,2.4,Solid,null,null,null,No,Double,none,1,Daikin,1,Hybrid,Separate_New Boiler,EHY2KOMB28AA,null,null,none,Hybrid,R32,4,5,Gas Boiler - Combi,None,8,"25,001 - 30,000",1950 - 1966,Urban,Semi-Detached,C,House,2.5,0,3820,50,63.28,0,3.02,14074,7.02,Gas,Yes,no,0,0,No,None Required,None,0,9,0,Phoenix,Phoenix,1,1,2,0,null,No,No,Yes,null,null,43,null,NE3,EOH2228,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,null,null,Pitched,C1,No,No,No,Yes,null,None,null,null,null,null,null,Owner-Occupied,7,111,null,Cavity_Insulated,"6K9Oh4sBh3U2-eRMaueZ"
4,null,,0,No,0,null,0,0,2000,6535,null,0,1752,0,0,2021-02-26T00:00:00.000Z,19/05/2021,11/04/2021,E.ON,null,Working Full time (>30hrs),Skilled Manual Worker,null,12.9,3.9,1141,13759.66,1,1,null,0,2.4,Suspended,null,null,null,No,Double,none,5,Vaillant,1,HT_ASHP,null,VWL 105/6 A 230V S2,null,null,none,HT_ASHP,R290,10,9,Gas Boiler - Combi,None,9,"50,001+",1967 - 1975,Urban,Detached,null,House,3,0,3416,40,60.7,0,4.58,25656,10.259,Gas,Yes,no,0,0,No,None Required,None,0,0,0,Energist,Phoenix,2,2,2,0,null,No,No,Yes,null,null,45,null,NE61,EOH1285,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,null,null,Pitched,C2,No,No,Yes,No,null,None,null,null,Water_new,250,null,Owner-Occupied,0.9,129,null,Cavity_Insulated,"969Oh4sBh3U2-eRMaueZ"
4,null,,0,No,0,0,0,0,3425,9688,null,0,3500.65,0,0,2021-03-04T00:00:00.000Z,23/07/2021,09/03/2021,E.ON,null,Working Full time (>30hrs),Clerical,null,14.3,3.8,905,18391.83,1,0,potential for bill savings & gov grant,0,2.4,Solid,null,null,null,No,Double,none,1,Daikin,1,HT_ASHP,null,EPRA16DAV3,null,null,none,HT_ASHP,R32,16,7,Gas Boiler - Standard,Fire - Electric,12,"40,001 - 50,000",2003 - 2006,Urban,Detached,C,House,4,0,4994,60,55.8,181,3.22,14652.4,7.311,Gas,Yes,no,0,0,No,None Required,None,0,13,0,Phoenix,Phoenix,3,0,2,0,null,No,No,Yes,null,null,58,null,NE12,EOH3082,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,null,null,Pitched,C1,Yes with additional measures,No,Yes,No,null,Water,150,9,PCM_New,null,null,Owner-Occupied,15,131,null,Cavity_Insulated,"Dq9Oh4sBh3U2-eRMauiZ"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-03-10T00:00:00.000Z,null,null,E.ON,null,Working Part time,Skilled Manual Worker,null,null,null,null,null,null,null,potential for bill savings,null,null,null,null,null,null,null,null,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"20,001 - 25,000",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,74,null,NE15,EOH1010,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,null,null,null,C2,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,40,null,null,null,"G69Oh4sBh3U2-eRMauiZ"
3,null,,1,No,0,0,0,0,2315.87,5739.8,null,0,null,750,0,2021-03-25T00:00:00.000Z,15/05/2021,09/04/2021,E.ON,null,Working Full time (>30hrs),Professional,700,14.3,3.8,743,9505.88,1,1,Government grant / free,1,2.3,Solid,null,null,null,No,Double,none,2,Daikin,1,Hybrid,Separate_New Boiler,EHY2KOMB28AA,null,null,none,Hybrid,R32,4,4,Gas Boiler - Combi,Fire - Gas,6,"25,001 - 30,000",1983 - 1990,Urban,Mid-Terrace,C,House,2,1,3515,47,72.1,0,3.05,12224.2,5.047,Gas,Yes,no,0,0,No,Cavity insulation,Cavity,0,6,0,Phoenix,Phoenix,1,0,2,0,null,No,No,Yes,null,null,29,null,NE3,EOH1999,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,null,null,Pitched,C2,No,No,No,Yes with additional measures,null,None,null,null,null,null,null,Owner-Occupied,0.9,70,null,Cavity_No_insulation,"YK9Oh4sBh3U2-eRMauiZ"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-04-06T00:00:00.000Z,null,14/04/2021,E.ON,null,Working Full time (>30hrs),Skilled Manual Worker,null,null,null,null,null,null,null,potential for bill savings,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"25,001 - 30,000",null,null,null,null,House,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_DisruptionWorks,null,62,null,NE6,EOH0169,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,null,null,null,C2,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,33,null,null,null,"dK9Oh4sBh3U2-eRMauiZ"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-04-12T00:00:00.000Z,null,13/04/2021,E.ON,null,Working Full time (>30hrs),Clerical,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,House,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_Aesthetics,null,40,null,NE5,EOH2249,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,null,null,null,C1,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,13,null,null,null,"g69Oh4sBh3U2-eRMauiZ"
4,null,,0,No,0,0,0,0,3240,6364,null,0,1752.34,0,0,2021-04-14T00:00:00.000Z,30/07/2021,10/06/2021,E.ON,null,Retired,Pensioner,null,12.5,3.5,510.46,15363.09,1,1,Potential for bill savings,0,2.4,Suspended,null,null,null,No,Double,none,4,Vaillant,1,HT_ASHP,null,VWL 105/6 A 230V S2,null,null,none,ASHP,R290,10,7,Gas Boiler - Combi,None,13,"40,001 - 50,000",1983 - 1990,Urban,Detached,null,House,3,0,3496,50,85.18,0,3.85,7009,14.48,Gas,Yes,no,0,0,No,None Required,None,0,12,0,Energist,Energist,2,2,2,0,null,No,No,Yes,null,null,73,null,NE20,EOH2450,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,null,null,Pitched,DE,Yes,No,Yes,Yes,null,None,null,null,Water_new,200,Has solar panels,Owner-Occupied,33,127,null,Cavity_Insulated,"hq9Oh4sBh3U2-eRMauiZ"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-04-23T00:00:00.000Z,null,null,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53,null,NE3,EOH2899,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,Already have solar panels,Owner-Occupied,23,null,null,null,"pK9Oh4sBh3U2-eRMauiZ"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-04-26T00:00:00.000Z,null,null,E.ON,null,Working Full time (>30hrs),Manager,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,58,null,NE5,EOH2763,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,null,null,null,C1,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,23,null,null,null,"rq9Oh4sBh3U2-eRMauiZ"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-04-27T00:00:00.000Z,null,null,E.ON,null,Working Full time (>30hrs),Manager,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47,null,NE13,EOH3084,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,4,null,null,null,"sa9Oh4sBh3U2-eRMauiZ"
3,null,,0,No,0,0,0,0,2975.87,6535,null,0,1752.34,0,0,2021-07-01T00:00:00.000Z,13/09/2021,12/07/2021,E.ON,null,Working Full time (>30hrs),Skilled Manual Worker,null,12.5,3.5,1214,14438,0,0,Potential for bill savings,0,2.4,Solid,null,null,null,No,Double,None,4,Vaillant,1,HT_ASHP,null,VWL 105/6 A 230V S2,null,null,None,ASHP,R290,10,5,Electric - Storage,Fire - Wood,9,"30,001 - 40,000",1930 - 1949,Suburban,Semi-Detached,null,House,4,null,2674,55,92.5,0,3.58,19550,7.77,Electricity,No,no,0,0,No,None Required,None,0,10,0,Energist,Energist,2,0,2,0,null,No,No,Yes,null,null,null,null,DH9,EOH1880,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,null,null,Pitched,C2,Yes,No,Yes,Yes,null,Water,180,null,Water_new,200,null,Owner-Occupied,20,196,null,Solid_No_insulation,"4a9Oh4sBh3U2-eRMauiZ"
3,null,,0,No,0,0,0,0,3240.82,5789,null,0,1752.34,0,0,2021-07-01T00:00:00.000Z,13/09/2021,19/07/2021,E.ON,null,Working Part time,Manager,null,12.9,4,859,13977.64,0,0,Potential for bill savings,0,2.4,Solid,null,null,null,No,Double,None,2,Vaillant,1,HT_ASHP,null,VWL 55/6 A 230V S2,null,null,None,ASHP,R290,5,6,Gas Boiler - Combi,None,12,"40,001 - 50,000",1983 - 1990,Suburban,Detached,D,House,4,null,3146,45,62.22,0,3.91,16874,6.66,Gas,Yes,no,0,0,No,None Required,None,0,12,0,Energist,Energist,2,2,2,0,null,No,No,Yes,null,null,73,null,NE38,EOH1557,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,null,null,Pitched,C1,Yes,No,Yes,Yes,null,None,null,null,Water_new,200,null,Owner-Occupied,0.9,118,null,Cavity_Insulated,"4q9Oh4sBh3U2-eRMauiZ"
3,null,,0,No,0,0,0,0,3795.79,5623.74,null,0,1752.34,0,0,2021-07-23T00:00:00.000Z,20/09/2021,20/08/2021,E.ON,null,Working Full time (>30hrs),Skilled Manual Worker,null,12.5,3.5,512,14347.62,0,0,null,0,2.4,Suspended,null,null,null,No,Double,None,4,Vaillant,1,HT_ASHP,null,VWL 55/6 A 230V S2,null,null,None,ASHP,R290,5,6,Gas Boiler - Combi,None,12,"30,001 - 40,000",2012 onwards,Urban,Mid-Terrace,B,House,4,null,3146,45,44.1,0,3.77,7724,3.62,Gas,Yes,no,0,0,No,None Required,None,0,12,0,Energist,Energist,2,0,2,0,null,No,No,Yes,null,null,56,null,NE31,EOH3143,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,null,null,Pitched,C2,Yes,No,Yes,Yes,null,None,null,null,Water_new,200,null,Owner-Occupied,8,96,null,Cavity_Insulated,"8q9Oh4sBh3U2-eRMauiZ"
2,null,,0,No,0,0,0,0,2500.86,5623.74,null,0,1701.71,0,0,2021-08-10T00:00:00.000Z,30/08/2021,18/08/2021,E.ON,null,Retired,Pensioner,null,12.5,3.5,619,13002.06,0,0,Potential for bill savings,0,2.4,Suspended,null,null,null,No,Double,None,2,Vaillant,1,HT_ASHP,null,VWL 55/6 A 230V S2,null,null,None,ASHP,R290,5,4,Gas Boiler - Combi,None,9,Prefer not to say,1950 - 1966,Suburban,Mid-Terrace,null,House,4,null,2377,45,77.06,0,3.77,11821,4.54,Gas,Yes,no,0,0,No,None Required,None,0,8,0,Energist,Energist,2,0,2,0,null,No,No,Yes,null,null,null,null,NE31,EOH1471,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,null,null,Pitched,DE,Yes,No,Yes,Yes,null,None,null,null,Water_new,150,null,Owner-Occupied,54,66,null,Cavity_Insulated,"Aq9Oh4sBh3U2-eRMaumZ"
4,null,,0,No,0,0,0,0,2245.89,5623.74,null,0,1752.34,0,0,2021-08-12T00:00:00.000Z,13/09/2021,18/08/2021,E.ON,null,Working Full time (>30hrs),Clerical,null,12.9,6.75,761,12797.72,0,0,null,0,2.4,Solid,null,null,null,No,Double,None,1,Vaillant,1,HT_ASHP,null,VWL 55/6 A 230V S2,null,null,None,ASHP,R290,5,6,Oil Boiler - Standard,None,10,"50,001+",Before 1900,Suburban,Mid-Terrace,C,House,4,null,4270,45,29.59,0,3.77,12523,5.01,Oil,No,no,0,0,No,None Required,None,0,5,0,Energist,Energist,2,0,2,5,null,No,No,Yes,null,null,null,null,DL13,EOH0345,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,null,null,Pitched,C1,Yes,No,Yes,Yes,null,Water,200,null,Water_new,250,null,Owner-Occupied,1,213,null,Cavity_Insulated,"Ba9Oh4sBh3U2-eRMaumZ"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-06-30T00:00:00.000Z,null,22/07/2020,Warmworks,2643,Unemployed,Professional,null,null,null,null,null,0,0,financial,null,2.6,Solid,null,null,9346,null,Double,null,5,null,null,null,null,null,null,null,null,ASHP,null,null,5,Gas Boiler - Standard,None,5,Prefer not to say,2001+,Suburban,Detached,C,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Warmworks,4,0,2,0,null,No,No,No,Practical_DisruptionWorks,null,63,null,EH18,EOH1194,No,Yes,No,No,No,No,No,Yes,Yes,No,null,null,Pitched,AB,Yes,No,Yes,Yes,Sustainability,Water,Medium (131-170l),null,null,null,technology,Owner-Occupied,12,123.88,null,Cavity_Insulated,"Hq9Oh4sBh3U2-eRMaumZ"
3,null,,0,No,0,null,null,null,1352.88,8575.73,1610.23,null,3572.208,null,null,2020-07-05T00:00:00.000Z,24/06/2021,31/07/2020,Warmworks,null,Working Full time (>30hrs),Supervisor,null,null,null,null,null,1,0,null,0,2.6,Suspended,null,0,null,No,Double,None,5,Mitsubishi,1,ASHP,null,PUHZ-HWM140VHA,null,null,Low Noise Heat Pump,ASHP,R32,14,4,Gas Boiler - Standard,Fire - Wood,4,Prefer not to say,2001+,Rural,Detached,C,House,3,0,4921,45,70,0,3.77,38863,14.2,Gas,Yes,No,0,0,No,null,None,0,5,null,Everwarm,Warmworks,2,0,2,5,null,No,No,Yes,null,null,54,null,EH43,EOH1629,No,No,Yes,No,No,No,No,No,Yes,Yes,null,null,Pitched,C2,Yes,No,Yes,Yes,null,Water,Large (> 170l),null,Water_New,200,null,Owner-Occupied,14,209.38,null,Cavity_Insulated,"Va9Oh4sBh3U2-eRMaumZ"
3,CLIENT IS PLANNING BUILDING CHANGES AND HEATING REPLACEMENT,,0,No,0,null,null,null,2976.34,17943.14,1610.23,null,3572.21,null,null,2020-07-08T00:00:00.000Z,06/01/2021,07/08/2020,Warmworks,2992,Working Full time (>30hrs),Professional,null,null,null,null,null,0,0,null,0,2.675,Suspended,null,0,null,No,Double,None,4,Vaillant,1,HT_ASHP,null,VWL 125/6 A 230V S2,null,null,Low Noise Heat Pump,HT_ASHP,R290,12,4,Gas Boiler - Standard,Fire - Wood,4,"50,001+",1919-1944,Suburban,Semi-Detached,D,House,2,0,3821,null,98,0,null,24701,9,Gas,Yes,No,0,0,No,null,None,0,null,11,Everwarm,Warmworks,2,2,2,0,null,Yes,Yes - Borehole,Yes,null,null,44,null,EH5,EOH2276,Yes,No,No,No,No,No,Yes,Yes,No,No,null,null,Pitched,AB,No,Yes,Yes,Yes,null,Water,Normal (90-130l),null,Water_New,200,null,Owner-Occupied,6,115.26,null,Cavity_No_insulation,"fK9Oh4sBh3U2-eRMaumZ"
3,null,,0,No,0,null,null,null,2164.61,11215.18,1610.23,null,3870.96,null,null,2020-07-09T00:00:00.000Z,18/11/2020,29/07/2020,Warmworks,3600,Unemployed,Unemployed/Benefits,null,14,3,440,null,1,0,null,0,2.35,Suspended,null,0,8603,Yes,Double,None,2,Vaillant,2,HT_ASHP,null,VWL 55/6 A 230V S2,null,null,Low Noise Heat Pump,ASHP,R290,5,4,Gas Boiler - Combi,None,4,Prefer not to say,2001+,Urban,Flat,B,Flat,2,0,4075,55,31,0,3.06,7030,2.6,Gas,Yes,No,0,0,No,null,None,0,null,8,BRB Electrical Ltd,Everwarm,2,0,1,0,null,No,No,Yes,null,null,62,null,EH6,EOH0184,No,No,No,No,No,Yes,No,Yes,Yes,No,Has been told his boiler is not very good or efficient. Interested in new technologies for environmental purposes and wanted to explore ASHP.,null,Another Dwelling Above,DE,Yes,No,Yes,No,He is very interested in improving the sustainability of his home.,None,null,10.5,PCM_New,null,Interested in new technology.,Owner-Occupied,12,139.22,null,Cavity_Insulated,"gq9Oh4sBh3U2-eRMaumZ"
2,null,,0,No,0,null,null,null,2164.61,6529.24,1610.23,null,3508.27,null,null,2020-07-30T00:00:00.000Z,22/12/2020,28/08/2020,Warmworks,null,Working Full time (>30hrs),Unemployed/Benefits,null,14,null,605,null,0,0,null,0,2.41,Suspended,null,0,null,null,Double,None,1,Vaillant,1,ASHP,null,VWL 55/3 A 230V,null,null,Low Noise Heat Pump,ASHP,R410A,5,3,Electric - Direct,Fire - Wood,3,"40,001 - 50,000",1965-1980,Suburban,End-Terrace,F,House,1,0,2697,50,7,156,3.15,7515,5,null,null,No,0,0,No,null,None,0,8,null,TK Murray,Warmworks,3,0,2,0,SOCIAL HOUSING REFERRAL,No,No,Yes,null,null,53,null,TD4,EOH1334,No,No,No,Yes,No,No,No,No,No,No,null,null,Pitched,DE,Yes,No,Yes,No,null,Water,Normal (90-130l),null,Water_New,150,null,Rented (Social),9,71.5,null,Cavity_Insulated,"4U1Oh4sB4KIEV1OMbDCv"
4,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-08-05T00:00:00.000Z,null,16/09/2020,Warmworks,8397,Working Full time (>30hrs),Professional,null,null,null,null,null,1,0,null,null,3.2,Suspended,null,null,35670,null,Double,null,2,null,null,null,null,null,null,null,null,GSHP,null,null,6,Gas Boiler - Standard,Gas Boiler - Standard,6,"50,001+",Pre 1919,Suburban,Flat,D,Flat,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Warmworks,3,1,1,4,null,Yes,Yes - Borehole,No,Practical_DisruptionWorks,null,60,null,EH5,EOH1309,No,No,Yes,No,No,No,No,Yes,Yes,No,null,null,Another Dwelling Above,C1,No,Yes,Yes,Yes,null,Water,Medium (131-170l),null,null,null,null,Owner-Occupied,22,184.88,null,Cavity_No_insulation,"9k1Oh4sB4KIEV1OMbDCv"
2,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-08-06T00:00:00.000Z,null,29/04/2021,Warmworks,null,Working Full time (>30hrs),Supervisor,null,null,null,null,null,1,0,null,null,2.67,Suspended,null,null,null,null,Double,null,1,null,null,null,null,null,null,null,null,HT_ASHP,null,null,4,Gas Boiler - Combi,None,4,"30,001 - 40,000",1919-1944,Suburban,Flat,D,Maisonette,null,null,1910,null,null,0,null,15001,6,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Warmworks,2,0,1,0,null,No,No,No,Practical_SpaceInternal,null,36,null,EH13,EOH1140,No,No,Yes,No,No,No,No,Yes,No,Yes,null,null,Another Dwelling Above,C1,No,No,Yes,Yes,null,None,null,null,null,null,null,Owner-Occupied,null,59.55,null,Cavity_No_insulation,"_E1Oh4sB4KIEV1OMbDCv"
4,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-08-19T00:00:00.000Z,null,16/12/2020,Warmworks,3524,Working Full time (>30hrs),Clerical,null,14,3,1492,null,1,0,null,null,2.38,Solid,null,null,14149,null,Double,null,3,null,null,null,null,null,null,null,null,ASHP,null,null,7,Gas Boiler - Standard,None,7,"50,001+",2001+,Suburban,Detached,C,House,null,null,4457,null,65.6,1365,null,21383,7.6,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Everwarm,2,2,2,0,null,No,No,No,Practical_DisruptionWorks,null,48,null,EH30,EOH3059,No,No,Yes,No,No,No,No,Yes,Yes,No,null,null,Pitched,AB,Yes,No,Yes,Yes,null,Water,Medium (131-170l),null,null,null,null,Owner-Occupied,2,155.83,null,Cavity_Insulated,"S01Oh4sB4KIEV1OMbDGv"
